Domain,Problem,CFA,Planner,Tool,Planning Results (%),Makespan (s),Number of Actions,Processing Time (s),Memory Usage (GB)
blocks_world,P03C09,DynamicProgramming,colin2,CoalitionSimilarity,0,68.068,82,13,0.134750366211
blocks_world,P03C10,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3602,75.8512382507
blocks_world,P04C01,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,3495,119.981250763
blocks_world,P04C02,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3600,19.7237129211
blocks_world,P04C03,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3601,79.2142944336
blocks_world,P04C04,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3602,58.8228302002
blocks_world,P04C05,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,1232,119.900276184
blocks_world,P04C06,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,8,0.0589599609375
blocks_world,P04C07,DynamicProgramming,colin2,CoalitionSimilarity,0,68.054,69,91,2.41287231445
blocks_world,P04C08,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,7,0.0847816467285
blocks_world,P04C09,DynamicProgramming,colin2,CoalitionSimilarity,0,62.051,54,22,0.286834716797
blocks_world,P04C10,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,561,4.15647888184
blocks_world,P05C01,DynamicProgramming,colin2,CoalitionSimilarity,0,39.046,59,413,25.7515335083
blocks_world,P05C02,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,1466,119.981952667
blocks_world,P05C03,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,66,2.8775177002
blocks_world,P05C04,DynamicProgramming,colin2,CoalitionSimilarity,0,60.062,66,87,6.18354797363
blocks_world,P05C05,DynamicProgramming,colin2,CoalitionSimilarity,0,45.056,70,217,15.1171340942
blocks_world,P05C06,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,102,3.684009552
blocks_world,P05C07,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,3196,119.989135742
blocks_world,P05C08,DynamicProgramming,colin2,CoalitionSimilarity,0,58.065,79,17,0.921062469482
blocks_world,P05C09,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2657,119.986793518
blocks_world,P05C10,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2792,119.964519501
blocks_world,P06C01,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,54,2.12675094604
blocks_world,P06C02,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,8,0.145084381104
blocks_world,P06C03,DynamicProgramming,colin2,CoalitionSimilarity,0,38.046,55,11,0.253261566162
blocks_world,P06C04,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,127,7.48622894287
blocks_world,P06C05,DynamicProgramming,colin2,CoalitionSimilarity,0,96.102,110,73,3.2154083252
blocks_world,P06C06,DynamicProgramming,colin2,CoalitionSimilarity,0,57.052,60,6,0.117855072021
blocks_world,P06C07,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,12,0.471206665039
blocks_world,P06C08,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,5,0.0710372924805
blocks_world,P06C09,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,4,0.13370513916
blocks_world,P06C10,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,818,13.0006484985
blocks_world,P07C01,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,1336,25.3493080139
blocks_world,P07C02,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,1491,30.315410614
blocks_world,P07C03,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3603,109.394256592
blocks_world,P07C04,DynamicProgramming,colin2,CoalitionSimilarity,0,78.080,98,327,8.08361816406
blocks_world,P07C05,DynamicProgramming,colin2,CoalitionSimilarity,0,66.071,84,14,0.17448425293
blocks_world,P07C06,DynamicProgramming,colin2,CoalitionSimilarity,0,94.100,111,133,3.55889511108
blocks_world,P07C07,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3600,91.4157104492
blocks_world,P07C08,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3602,92.8669700623
blocks_world,P07C09,DynamicProgramming,colin2,CoalitionSimilarity,0,35.040,62,84,1.5996055603
blocks_world,P07C10,DynamicProgramming,colin2,CoalitionSimilarity,0,53.059,84,860,18.7874526978
blocks_world,P08C01,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2392,119.988872528
blocks_world,P08C02,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3601,53.1964073181
blocks_world,P08C03,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,3207,119.98582077
blocks_world,P08C04,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2684,119.955684662
blocks_world,P08C05,DynamicProgramming,colin2,CoalitionSimilarity,0,107.100,128,680,23.425567627
blocks_world,P08C06,DynamicProgramming,colin2,CoalitionSimilarity,0,108.100,133,439,8.36362838745
blocks_world,P08C07,DynamicProgramming,colin2,CoalitionSimilarity,0,102.097,115,608,9.48421478271
blocks_world,P08C08,DynamicProgramming,colin2,CoalitionSimilarity,0,88.075,103,1502,40.8517074585
blocks_world,P08C09,DynamicProgramming,colin2,CoalitionSimilarity,0,102.092,110,70,1.06514358521
blocks_world,P08C10,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3602,119.867702484
blocks_world,P09C01,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,6,0.0833168029785
blocks_world,P09C02,DynamicProgramming,colin2,CoalitionSimilarity,0,65.067,80,14,0.22647857666
blocks_world,P09C03,DynamicProgramming,colin2,CoalitionSimilarity,0,32.027,39,2,0.0320854187012
blocks_world,P09C04,DynamicProgramming,colin2,CoalitionSimilarity,0,47.052,74,110,3.44927597046
blocks_world,P09C05,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,1740,119.978797913
blocks_world,P09C06,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,3,0.0501136779785
blocks_world,P09C07,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,19,0.212783813477
blocks_world,P09C08,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2569,119.972671509
blocks_world,P09C09,DynamicProgramming,colin2,CoalitionSimilarity,0,44.042,50,10,0.249500274658
blocks_world,P09C10,DynamicProgramming,colin2,CoalitionSimilarity,124,-1,-1,3602,74.7674865723
blocks_world,P10C01,DynamicProgramming,colin2,CoalitionSimilarity,0,28.027,42,33,1.96255111694
blocks_world,P10C02,DynamicProgramming,colin2,CoalitionSimilarity,0,37.040,49,167,8.00165557861
blocks_world,P10C03,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,2379,119.983566284
blocks_world,P10C04,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,1921,119.938827515
blocks_world,P10C05,DynamicProgramming,colin2,CoalitionSimilarity,0,35.040,55,11,0.724208831787
blocks_world,P10C06,DynamicProgramming,colin2,CoalitionSimilarity,0,32.031,40,12,0.379795074463
blocks_world,P10C07,DynamicProgramming,colin2,CoalitionSimilarity,0,38.042,51,5,0.0772399902344
blocks_world,P10C08,DynamicProgramming,colin2,CoalitionSimilarity,134,-1,-1,3425,119.989170074
blocks_world,P10C09,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,2,0.0383911132812
blocks_world,P10C10,DynamicProgramming,colin2,CoalitionSimilarity,1,-1,-1,506,11.7404251099
blocks_world,P01C01,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,1888,119.916110992
blocks_world,P01C02,DynamicProgramming,colin2,CoalitionAssistance,0,39.040,57,407,14.7425117493
blocks_world,P01C03,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2187,119.941532135
blocks_world,P01C04,DynamicProgramming,colin2,CoalitionAssistance,0,69.071,90,2297,96.287815094
blocks_world,P01C05,DynamicProgramming,colin2,CoalitionAssistance,0,56.056,78,71,2.38012695312
blocks_world,P01C06,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,106.552253723
blocks_world,P01C07,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,44.6407928467
blocks_world,P01C08,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,1588,46.3779220581
blocks_world,P01C09,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,3029,119.97996521
blocks_world,P01C10,DynamicProgramming,colin2,CoalitionAssistance,0,53.049,60,81,0.771469116211
blocks_world,P02C01,DynamicProgramming,colin2,CoalitionAssistance,0,39.052,57,1134,69.9523544312
blocks_world,P02C02,DynamicProgramming,colin2,CoalitionAssistance,0,40.039,43,5,0.091609954834
blocks_world,P02C03,DynamicProgramming,colin2,CoalitionAssistance,0,34.043,47,49,1.88800430298
blocks_world,P02C04,DynamicProgramming,colin2,CoalitionAssistance,0,54.061,69,5,0.149364471436
blocks_world,P02C05,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,1783,119.989162445
blocks_world,P02C06,DynamicProgramming,colin2,CoalitionAssistance,0,39.044,61,8,0.237403869629
blocks_world,P02C07,DynamicProgramming,colin2,CoalitionAssistance,0,54.059,72,676,16.6266746521
blocks_world,P02C08,DynamicProgramming,colin2,CoalitionAssistance,0,49.064,73,1095,29.4031867981
blocks_world,P02C09,DynamicProgramming,colin2,CoalitionAssistance,0,59.069,78,978,21.9415969849
blocks_world,P02C10,DynamicProgramming,colin2,CoalitionAssistance,0,30.040,47,1584,60.2974281311
blocks_world,P03C01,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3603,95.1592102051
blocks_world,P03C02,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,38.8144073486
blocks_world,P03C03,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,1726,119.967319489
blocks_world,P03C04,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,659,12.0403213501
blocks_world,P03C05,DynamicProgramming,colin2,CoalitionAssistance,0,74.085,105,65,1.0117149353
blocks_world,P03C06,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2824,119.989261627
blocks_world,P03C07,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,1573,119.957122803
blocks_world,P03C08,DynamicProgramming,colin2,CoalitionAssistance,0,79.084,99,607,10.1737251282
blocks_world,P03C09,DynamicProgramming,colin2,CoalitionAssistance,0,106.102,120,1367,39.3775444031
blocks_world,P03C10,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,57.9397888184
blocks_world,P04C01,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,3579,119.981056213
blocks_world,P04C02,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3600,27.456741333
blocks_world,P04C03,DynamicProgramming,colin2,CoalitionAssistance,0,120.106,121,897,13.9741325378
blocks_world,P04C04,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,66.482131958
blocks_world,P04C05,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,1193,119.956092834
blocks_world,P04C06,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,62,0.427906036377
blocks_world,P04C07,DynamicProgramming,colin2,CoalitionAssistance,0,110.089,106,869,8.14702606201
blocks_world,P04C08,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,88.0584754944
blocks_world,P04C09,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,1552,14.7503547668
blocks_world,P04C10,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3600,32.5236701965
blocks_world,P05C01,DynamicProgramming,colin2,CoalitionAssistance,0,42.042,53,10,0.434970855713
blocks_world,P05C02,DynamicProgramming,colin2,CoalitionAssistance,0,80.086,99,3506,81.8719444275
blocks_world,P05C03,DynamicProgramming,colin2,CoalitionAssistance,0,42.048,65,28,1.34006881714
blocks_world,P05C04,DynamicProgramming,colin2,CoalitionAssistance,0,89.096,106,1823,79.436164856
blocks_world,P05C05,DynamicProgramming,colin2,CoalitionAssistance,0,48.050,61,72,5.76990890503
blocks_world,P05C06,DynamicProgramming,colin2,CoalitionAssistance,0,61.068,80,95,2.99345397949
blocks_world,P05C07,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3603,117.6043396
blocks_world,P05C08,DynamicProgramming,colin2,CoalitionAssistance,0,66.070,87,39,1.41104507446
blocks_world,P05C09,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,95.9414825439
blocks_world,P05C10,DynamicProgramming,colin2,CoalitionAssistance,0,36.044,52,89,2.72202682495
blocks_world,P06C01,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,17,0.515552520752
blocks_world,P06C02,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,7,0.122337341309
blocks_world,P06C03,DynamicProgramming,colin2,CoalitionAssistance,0,62.068,87,158,4.30428314209
blocks_world,P06C04,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,27,0.933925628662
blocks_world,P06C05,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2627,119.959667206
blocks_world,P06C06,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,3,0.0422630310059
blocks_world,P06C07,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,404,10.6180877686
blocks_world,P06C08,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,1735,78.6042823792
blocks_world,P06C09,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,809,16.9207496643
blocks_world,P06C10,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,39,0.444370269775
blocks_world,P07C01,DynamicProgramming,colin2,CoalitionAssistance,0,57.072,78,52,1.99618911743
blocks_world,P07C02,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,1898,93.9672889709
blocks_world,P07C03,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,118.386192322
blocks_world,P07C04,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,130,1.9105758667
blocks_world,P07C05,DynamicProgramming,colin2,CoalitionAssistance,0,55.066,71,31,0.572296142578
blocks_world,P07C06,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,1241,37.0640716553
blocks_world,P07C07,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,191,4.98069763184
blocks_world,P07C08,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,62,1.00724411011
blocks_world,P07C09,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,73,1.59961700439
blocks_world,P07C10,DynamicProgramming,colin2,CoalitionAssistance,0,49.061,88,905,18.7873497009
blocks_world,P08C01,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2353,119.958007812
blocks_world,P08C02,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,51.4273109436
blocks_world,P08C03,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,3215,119.978431702
blocks_world,P08C04,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2694,119.967422485
blocks_world,P08C05,DynamicProgramming,colin2,CoalitionAssistance,0,107.100,128,692,23.4257125854
blocks_world,P08C06,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3600,32.6586227417
blocks_world,P08C07,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3600,41.2635879517
blocks_world,P08C08,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,57.7546882629
blocks_world,P08C09,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,64.0637397766
blocks_world,P08C10,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3601,36.1919670105
blocks_world,P09C01,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,324,11.5048217773
blocks_world,P09C02,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,8,0.120666503906
blocks_world,P09C03,DynamicProgramming,colin2,CoalitionAssistance,0,54.048,52,2383,73.2796173096
blocks_world,P09C04,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,2,0.032283782959
blocks_world,P09C05,DynamicProgramming,colin2,CoalitionAssistance,0,45.039,49,30,0.584053039551
blocks_world,P09C06,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,121,1.52589416504
blocks_world,P09C07,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,109,1.0846824646
blocks_world,P09C08,DynamicProgramming,colin2,CoalitionAssistance,0,46.043,48,168,5.28532409668
blocks_world,P09C09,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,101,1.43639755249
blocks_world,P09C10,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,102.976394653
blocks_world,P10C01,DynamicProgramming,colin2,CoalitionAssistance,0,37.042,60,52,1.50733566284
blocks_world,P10C02,DynamicProgramming,colin2,CoalitionAssistance,0,37.040,49,171,8.00171661377
blocks_world,P10C03,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2426,119.935596466
blocks_world,P10C04,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,2658,119.963062286
blocks_world,P10C05,DynamicProgramming,colin2,CoalitionAssistance,0,35.040,55,11,0.724308013916
blocks_world,P10C06,DynamicProgramming,colin2,CoalitionAssistance,0,24.024,29,3,0.0415840148926
blocks_world,P10C07,DynamicProgramming,colin2,CoalitionAssistance,134,-1,-1,3010,119.962039948
blocks_world,P10C08,DynamicProgramming,colin2,CoalitionAssistance,124,-1,-1,3602,90.9425773621
blocks_world,P10C09,DynamicProgramming,colin2,CoalitionAssistance,0,25.028,45,3,0.0538520812988
blocks_world,P10C10,DynamicProgramming,colin2,CoalitionAssistance,1,-1,-1,493,11.7406311035
blocks_world,P01C01,DynamicProgramming,colin2,PA,134,-1,-1,1963,119.950302124
blocks_world,P01C02,DynamicProgramming,colin2,PA,124,-1,-1,3601,78.3885269165
blocks_world,P01C03,DynamicProgramming,colin2,PA,134,-1,-1,1901,119.957077026
blocks_world,P01C04,DynamicProgramming,colin2,PA,134,-1,-1,1889,119.954360962
blocks_world,P01C05,DynamicProgramming,colin2,PA,0,77.083,91,280,19.3539543152
blocks_world,P01C06,DynamicProgramming,colin2,PA,134,-1,-1,3490,119.984588623
blocks_world,P01C07,DynamicProgramming,colin2,PA,124,-1,-1,3602,57.727771759
blocks_world,P01C08,DynamicProgramming,colin2,PA,124,-1,-1,3601,50.279258728
blocks_world,P01C09,DynamicProgramming,colin2,PA,124,-1,-1,3601,63.2275505066
blocks_world,P01C10,DynamicProgramming,colin2,PA,124,-1,-1,3601,77.8520278931
blocks_world,P02C01,DynamicProgramming,colin2,PA,0,34.050,53,246,11.7782592773
blocks_world,P02C02,DynamicProgramming,colin2,PA,124,-1,-1,3602,104.723007202
blocks_world,P02C03,DynamicProgramming,colin2,PA,0,26.041,46,348,18.5215530396
blocks_world,P02C04,DynamicProgramming,colin2,PA,0,51.062,72,1823,101.0689888
blocks_world,P02C05,DynamicProgramming,colin2,PA,0,42.049,57,456,28.5483283997
blocks_world,P02C06,DynamicProgramming,colin2,PA,0,33.042,49,557,12.4559936523
blocks_world,P02C07,DynamicProgramming,colin2,PA,124,-1,-1,3602,119.123451233
blocks_world,P02C08,DynamicProgramming,colin2,PA,134,-1,-1,2485,119.954620361
blocks_world,P02C09,DynamicProgramming,colin2,PA,134,-1,-1,2937,119.985790253
blocks_world,P02C10,DynamicProgramming,colin2,PA,134,-1,-1,3265,119.997642517
blocks_world,P03C01,DynamicProgramming,colin2,PA,134,-1,-1,2235,119.978881836
blocks_world,P03C02,DynamicProgramming,colin2,PA,124,-1,-1,3601,63.9459190369
blocks_world,P03C03,DynamicProgramming,colin2,PA,0,80.093,106,1840,107.993495941
blocks_world,P03C04,DynamicProgramming,colin2,PA,134,-1,-1,2416,119.982540131
blocks_world,P03C05,DynamicProgramming,colin2,PA,0,85.105,128,1015,61.5114898682
blocks_world,P03C06,DynamicProgramming,colin2,PA,124,-1,-1,3601,75.0645561218
blocks_world,P03C07,DynamicProgramming,colin2,PA,124,-1,-1,3601,65.5285987854
blocks_world,P03C08,DynamicProgramming,colin2,PA,134,-1,-1,3434,119.97549057
blocks_world,P03C09,DynamicProgramming,colin2,PA,124,-1,-1,3601,65.0972671509
blocks_world,P03C10,DynamicProgramming,colin2,PA,124,-1,-1,3601,40.6162452698
blocks_world,P04C01,DynamicProgramming,colin2,PA,124,-1,-1,3602,100.138008118
blocks_world,P04C02,DynamicProgramming,colin2,PA,124,-1,-1,3601,18.9568061829
blocks_world,P04C03,DynamicProgramming,colin2,PA,134,-1,-1,3323,119.976818085
blocks_world,P04C04,DynamicProgramming,colin2,PA,124,-1,-1,3602,100.116401672
blocks_world,P04C05,DynamicProgramming,colin2,PA,134,-1,-1,1912,119.971038818
blocks_world,P04C06,DynamicProgramming,colin2,PA,124,-1,-1,3600,27.3566627502
blocks_world,P04C07,DynamicProgramming,colin2,PA,124,-1,-1,3600,31.9877510071
blocks_world,P04C08,DynamicProgramming,colin2,PA,124,-1,-1,3601,46.3786010742
blocks_world,P04C09,DynamicProgramming,colin2,PA,0,43.045,55,623,7.73125839233
blocks_world,P04C10,DynamicProgramming,colin2,PA,124,-1,-1,3600,17.538444519
blocks_world,P05C01,DynamicProgramming,colin2,PA,0,50.053,61,135,6.92813110352
blocks_world,P05C02,DynamicProgramming,colin2,PA,124,-1,-1,3602,89.9266700745
blocks_world,P05C03,DynamicProgramming,colin2,PA,0,41.057,68,59,2.94320297241
blocks_world,P05C04,DynamicProgramming,colin2,PA,0,55.066,79,97,6.29066085815
blocks_world,P05C05,DynamicProgramming,colin2,PA,0,37.044,56,9,0.599670410156
blocks_world,P05C06,DynamicProgramming,colin2,PA,124,-1,-1,3602,88.590057373
blocks_world,P05C07,DynamicProgramming,colin2,PA,134,-1,-1,2435,119.995952606
blocks_world,P05C08,DynamicProgramming,colin2,PA,124,-1,-1,3602,109.980518341
blocks_world,P05C09,DynamicProgramming,colin2,PA,134,-1,-1,2676,119.998138428
blocks_world,P05C10,DynamicProgramming,colin2,PA,0,27.044,62,1093,43.7380828857
blocks_world,P06C01,DynamicProgramming,colin2,PA,0,32.054,81,148,7.48728561401
blocks_world,P06C02,DynamicProgramming,colin2,PA,0,46.051,74,1377,44.2868537903
blocks_world,P06C03,DynamicProgramming,colin2,PA,134,-1,-1,2995,119.982761383
blocks_world,P06C04,DynamicProgramming,colin2,PA,0,46.063,87,256,13.5916938782
blocks_world,P06C05,DynamicProgramming,colin2,PA,0,40.047,62,213,11.6447219849
blocks_world,P06C06,DynamicProgramming,colin2,PA,134,-1,-1,3005,119.994213104
blocks_world,P06C07,DynamicProgramming,colin2,PA,124,-1,-1,3602,98.8119277954
blocks_world,P06C08,DynamicProgramming,colin2,PA,134,-1,-1,3483,119.99804306
blocks_world,P06C09,DynamicProgramming,colin2,PA,124,-1,-1,3602,87.9295692444
blocks_world,P06C10,DynamicProgramming,colin2,PA,124,-1,-1,3602,68.1645774841
blocks_world,P07C01,DynamicProgramming,colin2,PA,134,-1,-1,2151,119.944950104
blocks_world,P07C02,DynamicProgramming,colin2,PA,124,-1,-1,3601,50.1477088928
blocks_world,P07C03,DynamicProgramming,colin2,PA,134,-1,-1,2174,119.975639343
blocks_world,P07C04,DynamicProgramming,colin2,PA,0,65.082,100,1119,65.8262939453
blocks_world,P07C05,DynamicProgramming,colin2,PA,0,75.082,96,400,26.0576858521
blocks_world,P07C06,DynamicProgramming,colin2,PA,124,-1,-1,3602,73.0180625916
blocks_world,P07C07,DynamicProgramming,colin2,PA,124,-1,-1,3601,41.1102600098
blocks_world,P07C08,DynamicProgramming,colin2,PA,124,-1,-1,3602,102.247196198
blocks_world,P07C09,DynamicProgramming,colin2,PA,0,55.077,88,1393,29.3223800659
blocks_world,P07C10,DynamicProgramming,colin2,PA,124,-1,-1,3601,51.9476242065
blocks_world,P08C01,DynamicProgramming,colin2,PA,134,-1,-1,2319,119.987075806
blocks_world,P08C02,DynamicProgramming,colin2,PA,124,-1,-1,3601,29.2826690674
blocks_world,P08C03,DynamicProgramming,colin2,PA,134,-1,-1,2260,119.968078613
blocks_world,P08C04,DynamicProgramming,colin2,PA,134,-1,-1,2183,119.960781097
blocks_world,P08C05,DynamicProgramming,colin2,PA,134,-1,-1,2375,119.998020172
blocks_world,P08C06,DynamicProgramming,colin2,PA,124,-1,-1,3601,28.0274505615
blocks_world,P08C07,DynamicProgramming,colin2,PA,124,-1,-1,3601,42.5923423767
blocks_world,P08C08,DynamicProgramming,colin2,PA,124,-1,-1,3601,53.7854537964
blocks_world,P08C09,DynamicProgramming,colin2,PA,124,-1,-1,3601,39.1198577881
blocks_world,P08C10,DynamicProgramming,colin2,PA,124,-1,-1,3600,22.2710380554
blocks_world,P09C01,DynamicProgramming,colin2,PA,124,-1,-1,3602,110.74628067
blocks_world,P09C02,DynamicProgramming,colin2,PA,0,32.040,55,2441,32.0873298645
blocks_world,P09C03,DynamicProgramming,colin2,PA,134,-1,-1,3352,119.953586578
blocks_world,P09C04,DynamicProgramming,colin2,PA,0,41.051,65,69,3.15435791016
blocks_world,P09C05,DynamicProgramming,colin2,PA,0,63.067,77,185,7.48305130005
blocks_world,P09C06,DynamicProgramming,colin2,PA,124,-1,-1,3601,45.593120575
blocks_world,P09C07,DynamicProgramming,colin2,PA,124,-1,-1,3600,38.8614692688
blocks_world,P09C08,DynamicProgramming,colin2,PA,124,-1,-1,3603,118.330482483
blocks_world,P09C09,DynamicProgramming,colin2,PA,124,-1,-1,3601,55.6345443726
blocks_world,P09C10,DynamicProgramming,colin2,PA,0,27.029,32,7,0.0913200378418
blocks_world,P10C01,DynamicProgramming,colin2,PA,134,-1,-1,2386,119.959205627
blocks_world,P10C02,DynamicProgramming,colin2,PA,134,-1,-1,3561,119.984836578
blocks_world,P10C03,DynamicProgramming,colin2,PA,134,-1,-1,1465,119.938468933
blocks_world,P10C04,DynamicProgramming,colin2,PA,0,35.058,89,56,3.68033599854
blocks_world,P10C05,DynamicProgramming,colin2,PA,0,42.050,64,49,2.58628463745
blocks_world,P10C06,DynamicProgramming,colin2,PA,134,-1,-1,2260,119.990127563
blocks_world,P10C07,DynamicProgramming,colin2,PA,124,-1,-1,3602,96.8546333313
blocks_world,P10C08,DynamicProgramming,colin2,PA,134,-1,-1,2858,119.961872101
blocks_world,P10C09,DynamicProgramming,colin2,PA,134,-1,-1,2842,119.965137482
blocks_world,P10C10,DynamicProgramming,colin2,PA,0,30.036,41,2200,56.1893234253
blocks_world,P01C01,DynamicProgramming,tfddownward,CFP,124,-1,-1,3600,36.425819397
blocks_world,P01C02,DynamicProgramming,tfddownward,CFP,0,44.732,87,2984,8.24859619141
blocks_world,P01C03,DynamicProgramming,tfddownward,CFP,124,-1,-1,3600,39.4998970032
blocks_world,P01C04,DynamicProgramming,tfddownward,CFP,0,56.551,69,86,0.315200805664
blocks_world,P01C05,DynamicProgramming,tfddownward,CFP,0,58.762,91,54,0.281410217285
blocks_world,P01C06,DynamicProgramming,tfddownward,CFP,124,-1,-1,3600,36.6972732544
blocks_world,P01C07,DynamicProgramming,tfddownward,CFP,1,-1,-1,103,0.311752319336
blocks_world,P01C08,DynamicProgramming,tfddownward,CFP,1,-1,-1,216,0.824325561523
blocks_world,P01C09,DynamicProgramming,tfddownward,CFP,1,-1,-1,394,0.988723754883
blocks_world,P01C10,DynamicProgramming,tfddownward,CFP,124,-1,-1,3600,4.93566131592
blocks_world,P02C01,DynamicProgramming,tfddownward,CFP,0,39.512,63,14,0.167499542236
blocks_world,P02C02,DynamicProgramming,tfddownward,CFP,0,48.560,69,597,12.0846557617
