Domain,Problem,CFA,Planner,Tool,Planning Results (%),Makespan (s),Number of Actions,Processing Time (s),Memory Usage (GB)
blocks_world,P02C08,DynamicProgramming,tfddownward,CoalitionAssistance,0,40.711,77,327,5.72264099121
blocks_world,P02C09,DynamicProgramming,tfddownward,CoalitionAssistance,0,41.701,74,428,7.72859191895
blocks_world,P02C10,DynamicProgramming,tfddownward,CoalitionAssistance,0,32.470,50,27,0.191192626953
blocks_world,P03C01,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,31.2912750244
blocks_world,P03C02,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,16.8088531494
blocks_world,P03C03,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,43.9083480835
blocks_world,P03C04,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,27.0776786804
blocks_world,P03C05,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,52.3868865967
blocks_world,P03C06,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,27.5426597595
blocks_world,P03C07,DynamicProgramming,tfddownward,CoalitionAssistance,1,-1,-1,30,0.307113647461
blocks_world,P03C08,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,14.1931419373
blocks_world,P03C09,DynamicProgramming,tfddownward,CoalitionAssistance,0,52.692,79,886,4.37787628174
blocks_world,P03C10,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,9.45027923584
blocks_world,P04C01,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,17.5071983337
blocks_world,P04C02,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,5.27365493774
blocks_world,P04C03,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,18.6800956726
blocks_world,P04C04,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,14.0638275146
blocks_world,P04C05,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,41.554309845
blocks_world,P04C06,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,3.80030059814
blocks_world,P04C07,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,7.59710693359
blocks_world,P04C08,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,7.57253265381
blocks_world,P04C09,DynamicProgramming,tfddownward,CoalitionAssistance,1,-1,-1,373,0.624069213867
blocks_world,P04C10,DynamicProgramming,tfddownward,CoalitionAssistance,124,-1,-1,3600,3.73819732666
blocks_world,P05C01,DynamicProgramming,tfddownward,CoalitionAssistance,0,34.520,60,593,9.82823562622
blocks_world,P05C02,DynamicProgramming,tfddownward,CoalitionAssistance,0,48.681,98,634,13.7419395447
blocks_world,P05C03,DynamicProgramming,tfddownward,CoalitionAssistance,0,55.911,105,1103,17.4020881653
blocks_world,P05C04,DynamicProgramming,tfddownward,CoalitionAssistance,0,60.701,72,224,4.59340286255
blocks_world,P05C05,DynamicProgramming,tfddownward,CoalitionAssistance,0,54.860,91,121,3.52484130859
blocks_world,P05C06,DynamicProgramming,tfddownward,CoalitionAssistance,0,42.651,98,200,3.09481811523
blocks_world,P01C01,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,24.6626853943
blocks_world,P01C02,DynamicProgramming,tfddownward,Action,0,40.632,73,905,2.24113845825
blocks_world,P01C03,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,34.57264328
blocks_world,P01C04,DynamicProgramming,tfddownward,Action,0,69.871,108,3155,29.8723907471
blocks_world,P01C05,DynamicProgramming,tfddownward,Action,0,58.720,82,32,0.234630584717
blocks_world,P01C06,DynamicProgramming,tfddownward,Action,1,-1,-1,6,0.078727722168
blocks_world,P01C07,DynamicProgramming,tfddownward,Action,0,66.761,88,442,3.65878677368
blocks_world,P01C08,DynamicProgramming,tfddownward,Action,0,51.801,99,384,0.822975158691
blocks_world,P01C09,DynamicProgramming,tfddownward,Action,0,55.861,101,750,3.73462677002
blocks_world,P01C10,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,5.39083099365
blocks_world,P02C01,DynamicProgramming,tfddownward,Action,1,-1,-1,6,0.0979690551758
blocks_world,P02C02,DynamicProgramming,tfddownward,Action,0,35.390,45,16,0.090259552002
blocks_world,P02C03,DynamicProgramming,tfddownward,Action,0,36.460,53,10,0.135757446289
blocks_world,P02C04,DynamicProgramming,tfddownward,Action,1,-1,-1,4,0.0892181396484
blocks_world,P02C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,88.7625732422
blocks_world,P02C06,DynamicProgramming,tfddownward,Action,0,27.371,50,20,0.187229156494
blocks_world,P02C07,DynamicProgramming,tfddownward,Action,1,-1,-1,14,0.1904296875
blocks_world,P02C08,DynamicProgramming,tfddownward,Action,0,23.490,54,106,1.22346115112
blocks_world,P02C09,DynamicProgramming,tfddownward,Action,0,36.520,62,2953,11.4218978882
blocks_world,P02C10,DynamicProgramming,tfddownward,Action,1,-1,-1,20,0.160129547119
blocks_world,P03C01,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,16.6701393127
blocks_world,P03C02,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,16.5030975342
blocks_world,P03C03,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,28.1036071777
blocks_world,P03C04,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,20.3649215698
blocks_world,P03C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,52.0506782532
blocks_world,P03C06,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,10.8501663208
blocks_world,P03C07,DynamicProgramming,tfddownward,Action,1,-1,-1,31,0.301322937012
blocks_world,P03C08,DynamicProgramming,tfddownward,Action,0,45.702,83,237,0.755577087402
blocks_world,P03C09,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,17.7559280396
blocks_world,P03C10,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,14.4814910889
blocks_world,P04C01,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,17.4916267395
blocks_world,P04C02,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,6.7433052063
blocks_world,P04C03,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,20.2597427368
blocks_world,P04C04,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,15.5351028442
blocks_world,P04C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,41.9840126038
blocks_world,P04C06,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,4.62496566772
blocks_world,P04C07,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,7.32902145386
blocks_world,P04C08,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,34.6105194092
blocks_world,P04C09,DynamicProgramming,tfddownward,Action,1,-1,-1,20,0.155792236328
blocks_world,P04C10,DynamicProgramming,tfddownward,Action,0,55.590,78,2427,2.74689865112
blocks_world,P05C01,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,53.0759086609
blocks_world,P05C02,DynamicProgramming,tfddownward,Action,0,48.681,98,605,13.7375869751
blocks_world,P05C03,DynamicProgramming,tfddownward,Action,0,55.911,105,1120,17.3923377991
blocks_world,P05C04,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,53.7264785767
blocks_world,P05C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,80.1400299072
blocks_world,P05C06,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,32.2582931519
blocks_world,P05C07,DynamicProgramming,tfddownward,Action,0,40.651,79,67,0.767654418945
blocks_world,P05C08,DynamicProgramming,tfddownward,Action,0,48.640,75,563,11.8279914856
blocks_world,P05C09,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,43.6399307251
blocks_world,P05C10,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,25.3981132507
blocks_world,P06C01,DynamicProgramming,tfddownward,Action,1,-1,-1,34,0.381881713867
blocks_world,P06C02,DynamicProgramming,tfddownward,Action,1,-1,-1,6,0.0940933227539
blocks_world,P06C03,DynamicProgramming,tfddownward,Action,0,38.640,70,32,0.326984405518
blocks_world,P06C04,DynamicProgramming,tfddownward,Action,0,36.621,68,9,0.0881118774414
blocks_world,P06C05,DynamicProgramming,tfddownward,Action,0,50.752,85,12,0.137763977051
blocks_world,P06C06,DynamicProgramming,tfddownward,Action,1,-1,-1,26,0.367332458496
blocks_world,P06C07,DynamicProgramming,tfddownward,Action,1,-1,-1,19,0.139923095703
blocks_world,P06C08,DynamicProgramming,tfddownward,Action,1,-1,-1,10,0.0982055664062
blocks_world,P06C09,DynamicProgramming,tfddownward,Action,0,67.800,86,19,0.144931793213
blocks_world,P06C10,DynamicProgramming,tfddownward,Action,1,-1,-1,12,0.148754119873
blocks_world,P07C01,DynamicProgramming,tfddownward,Action,1,-1,-1,16,0.374362945557
blocks_world,P07C02,DynamicProgramming,tfddownward,Action,0,50.631,72,162,0.647937774658
blocks_world,P07C03,DynamicProgramming,tfddownward,Action,0,63.910,100,2163,32.9532203674
blocks_world,P07C04,DynamicProgramming,tfddownward,Action,0,50.750,84,785,6.73467254639
blocks_world,P07C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,52.5736694336
blocks_world,P07C06,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,19.5708961487
blocks_world,P07C07,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,24.5441703796
blocks_world,P07C08,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,17.9314727783
blocks_world,P07C09,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,12.346446991
blocks_world,P07C10,DynamicProgramming,tfddownward,Action,1,-1,-1,150,0.501697540283
blocks_world,P08C01,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,14.9484672546
blocks_world,P08C02,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,8.3611907959
blocks_world,P08C03,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,25.101852417
blocks_world,P08C04,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,21.8008079529
blocks_world,P08C05,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,42.8010025024
blocks_world,P08C06,DynamicProgramming,tfddownward,Action,1,-1,-1,2444,14.0496444702
blocks_world,P08C07,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,43.5465164185
blocks_world,P08C08,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,18.370098114
blocks_world,P08C09,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,5.25169372559
blocks_world,P08C10,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,15.0766868591
blocks_world,P09C01,DynamicProgramming,tfddownward,Action,1,-1,-1,5,0.0845718383789
blocks_world,P09C02,DynamicProgramming,tfddownward,Action,0,75.921,107,59,0.187885284424
blocks_world,P09C03,DynamicProgramming,tfddownward,Action,1,-1,-1,2,0.0797805786133
blocks_world,P09C04,DynamicProgramming,tfddownward,Action,1,-1,-1,3,0.073184967041
blocks_world,P09C05,DynamicProgramming,tfddownward,Action,0,54.730,78,11,0.0876579284668
blocks_world,P09C06,DynamicProgramming,tfddownward,Action,1,-1,-1,13,0.17654800415
blocks_world,P09C07,DynamicProgramming,tfddownward,Action,1,-1,-1,8,0.142166137695
blocks_world,P09C08,DynamicProgramming,tfddownward,Action,1,-1,-1,3,0.0604095458984
blocks_world,P09C09,DynamicProgramming,tfddownward,Action,1,-1,-1,4,0.0995788574219
blocks_world,P09C10,DynamicProgramming,tfddownward,Action,1,-1,-1,10,0.0900535583496
blocks_world,P10C01,DynamicProgramming,tfddownward,Action,0,31.440,48,4,0.0820655822754
blocks_world,P10C02,DynamicProgramming,tfddownward,Action,0,29.371,41,9,0.0933494567871
blocks_world,P10C03,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,59.366230011
blocks_world,P10C04,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,41.189037323
blocks_world,P10C05,DynamicProgramming,tfddownward,Action,0,31.410,49,6,0.123741149902
blocks_world,P10C06,DynamicProgramming,tfddownward,Action,0,33.471,53,9,0.120223999023
blocks_world,P10C07,DynamicProgramming,tfddownward,Action,1,-1,-1,3,0.0595207214355
blocks_world,P10C08,DynamicProgramming,tfddownward,Action,124,-1,-1,3600,32.9273757935
blocks_world,P10C09,DynamicProgramming,tfddownward,Action,0,25.321,49,7,0.115821838379
blocks_world,P10C10,DynamicProgramming,tfddownward,Action,0,26.361,45,10,0.152961730957
blocks_world,P01C01,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,24.6588745117
blocks_world,P01C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,7.33018875122
blocks_world,P01C03,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,36.1058425903
blocks_world,P01C04,DynamicProgramming,tfddownward,ActionTime,0,69.871,108,3080,29.8733062744
blocks_world,P01C05,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,41.4626617432
blocks_world,P01C06,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,46.0832176208
blocks_world,P01C07,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,11.8615570068
blocks_world,P01C08,DynamicProgramming,tfddownward,ActionTime,0,49.611,84,358,0.824230194092
blocks_world,P01C09,DynamicProgramming,tfddownward,ActionTime,0,52.572,82,1606,19.7813644409
blocks_world,P01C10,DynamicProgramming,tfddownward,ActionTime,0,46.552,81,499,2.04330444336
blocks_world,P02C01,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,6,0.0955543518066
blocks_world,P02C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,14.1309967041
blocks_world,P02C03,DynamicProgramming,tfddownward,ActionTime,0,36.460,53,11,0.137084960938
blocks_world,P02C04,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,5,0.0890197753906
blocks_world,P02C05,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,90.1060523987
blocks_world,P02C06,DynamicProgramming,tfddownward,ActionTime,0,27.371,50,20,0.188327789307
blocks_world,P02C07,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,15,0.198860168457
blocks_world,P02C08,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,81,0.840591430664
blocks_world,P02C09,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,123,1.01696395874
blocks_world,P02C10,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,1418,10.8729095459
blocks_world,P03C01,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,16.4557418823
blocks_world,P03C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,17.3973884583
blocks_world,P03C03,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,42.9803009033
blocks_world,P03C04,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,28.6193733215
blocks_world,P03C05,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,49.0881385803
blocks_world,P03C06,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,27,0.308536529541
blocks_world,P03C07,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,31,0.30696105957
blocks_world,P03C08,DynamicProgramming,tfddownward,ActionTime,0,45.702,83,241,0.753707885742
blocks_world,P03C09,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,18.7533798218
blocks_world,P03C10,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,13.530834198
blocks_world,P04C01,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,16.423160553
blocks_world,P04C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,6.90507507324
blocks_world,P04C03,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,19.2112121582
blocks_world,P04C04,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,15.6056671143
blocks_world,P04C05,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,36.087436676
blocks_world,P04C06,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,4.79447555542
blocks_world,P04C07,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,7.55767440796
blocks_world,P04C08,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,33.877155304
blocks_world,P04C09,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,23,0.15784072876
blocks_world,P04C10,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,5.38912582397
blocks_world,P05C01,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,56.2497940063
blocks_world,P05C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,23.011806488
blocks_world,P05C03,DynamicProgramming,tfddownward,ActionTime,0,55.911,105,1079,17.4003715515
blocks_world,P05C04,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,56.5820770264
blocks_world,P05C05,DynamicProgramming,tfddownward,ActionTime,0,35.561,59,140,4.16291427612
blocks_world,P05C06,DynamicProgramming,tfddownward,ActionTime,0,42.651,98,183,3.0976524353
blocks_world,P05C07,DynamicProgramming,tfddownward,ActionTime,0,40.651,79,65,0.773727416992
blocks_world,P05C08,DynamicProgramming,tfddownward,ActionTime,0,48.640,75,564,11.8196258545
blocks_world,P05C09,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,27.1564178467
blocks_world,P05C10,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,19.8649749756
blocks_world,P06C01,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,35,0.379699707031
blocks_world,P06C02,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,6,0.0737533569336
blocks_world,P06C03,DynamicProgramming,tfddownward,ActionTime,0,38.640,70,32,0.326351165771
blocks_world,P06C04,DynamicProgramming,tfddownward,ActionTime,0,37.601,68,9,0.0904693603516
blocks_world,P06C05,DynamicProgramming,tfddownward,ActionTime,0,51.702,77,11,0.136859893799
blocks_world,P06C06,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,33,0.521327972412
blocks_world,P06C07,DynamicProgramming,tfddownward,ActionTime,0,45.662,80,35,0.227821350098
blocks_world,P06C08,DynamicProgramming,tfddownward,ActionTime,0,27.392,57,8,0.0994262695312
blocks_world,P06C09,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,33.7037467957
blocks_world,P06C10,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,11,0.149654388428
blocks_world,P07C01,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,16,0.378963470459
blocks_world,P07C02,DynamicProgramming,tfddownward,ActionTime,0,63.910,100,1776,12.3596382141
blocks_world,P07C03,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,32.944316864
blocks_world,P07C04,DynamicProgramming,tfddownward,ActionTime,0,49.531,64,43,0.400413513184
blocks_world,P07C05,DynamicProgramming,tfddownward,ActionTime,0,45.622,72,521,8.43988418579
blocks_world,P07C06,DynamicProgramming,tfddownward,ActionTime,0,52.611,70,286,1.16899108887
blocks_world,P07C07,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,24.4031028748
blocks_world,P07C08,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,18.4128265381
blocks_world,P07C09,DynamicProgramming,tfddownward,ActionTime,0,38.591,84,719,6.17789077759
blocks_world,P07C10,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,13.0536956787
blocks_world,P08C01,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,13.4028778076
blocks_world,P08C02,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,8.55089187622
blocks_world,P08C03,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,23.4372024536
blocks_world,P08C04,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,21.8070373535
blocks_world,P08C05,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,43.0365715027
blocks_world,P08C06,DynamicProgramming,tfddownward,ActionTime,1,-1,-1,2488,14.049533844
blocks_world,P08C07,DynamicProgramming,tfddownward,ActionTime,124,-1,-1,3600,42.276550293
blocks_world,P01C01,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,29.8682556152
blocks_world,P01C02,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,11.9635009766
blocks_world,P01C03,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,46.968624115
blocks_world,P01C04,DynamicProgramming,tfddownward,ActionObject,0,67.891,95,549,6.50568389893
blocks_world,P01C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,55.4406471252
blocks_world,P01C06,DynamicProgramming,tfddownward,ActionObject,0,53.722,94,1167,2.69693756104
blocks_world,P01C07,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,11.094291687
blocks_world,P01C08,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,12.2276268005
blocks_world,P01C09,DynamicProgramming,tfddownward,ActionObject,0,52.572,82,1677,19.7895240784
blocks_world,P01C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,338,0.637229919434
blocks_world,P02C01,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,6,0.0980529785156
blocks_world,P02C02,DynamicProgramming,tfddownward,ActionObject,0,35.390,45,15,0.0959053039551
blocks_world,P02C03,DynamicProgramming,tfddownward,ActionObject,0,36.460,53,10,0.132877349854
blocks_world,P02C04,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,4,0.0880584716797
blocks_world,P02C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,86.8775062561
blocks_world,P02C06,DynamicProgramming,tfddownward,ActionObject,0,27.371,50,22,0.185718536377
blocks_world,P02C07,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,16,0.199771881104
blocks_world,P02C08,DynamicProgramming,tfddownward,ActionObject,0,23.490,54,107,1.22012710571
blocks_world,P02C09,DynamicProgramming,tfddownward,ActionObject,0,36.520,62,3093,11.4241523743
blocks_world,P02C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,20,0.16321182251
blocks_world,P03C01,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,29.2560539246
blocks_world,P03C02,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,20.4906196594
blocks_world,P03C03,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,41.5065078735
blocks_world,P03C04,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,19.4754142761
blocks_world,P03C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,50.2265701294
blocks_world,P03C06,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,26.8056373596
blocks_world,P03C07,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,31.8363075256
blocks_world,P03C08,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,13.8466262817
blocks_world,P03C09,DynamicProgramming,tfddownward,ActionObject,0,52.692,79,939,4.37878036499
blocks_world,P03C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,314,0.640563964844
blocks_world,P04C01,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,15.3672485352
blocks_world,P04C02,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,6.21340179443
blocks_world,P04C03,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,20.2546463013
blocks_world,P04C04,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,13.1130142212
blocks_world,P04C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,37.4662322998
blocks_world,P04C06,DynamicProgramming,tfddownward,ActionObject,0,60.641,99,1086,3.58235549927
blocks_world,P04C07,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,1148,16.6040039062
blocks_world,P04C08,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,8.83484649658
blocks_world,P04C09,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,211,0.462314605713
blocks_world,P04C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,522,0.754699707031
blocks_world,P05C01,DynamicProgramming,tfddownward,ActionObject,0,38.521,60,21,0.264629364014
blocks_world,P05C02,DynamicProgramming,tfddownward,ActionObject,0,25.411,57,22,0.277614593506
blocks_world,P05C03,DynamicProgramming,tfddownward,ActionObject,0,28.370,47,963,16.5279312134
blocks_world,P05C04,DynamicProgramming,tfddownward,ActionObject,0,62.761,79,1079,22.0530509949
blocks_world,P05C05,DynamicProgramming,tfddownward,ActionObject,0,35.561,59,143,4.17247772217
blocks_world,P05C06,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,315,3.94812011719
blocks_world,P05C07,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,35.5630874634
blocks_world,P05C08,DynamicProgramming,tfddownward,ActionObject,0,48.630,66,89,2.05816650391
blocks_world,P05C09,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,24.5228157043
blocks_world,P05C10,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,18.7082519531
blocks_world,P06C01,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,4,0.0779495239258
blocks_world,P06C02,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,8,0.105861663818
blocks_world,P06C03,DynamicProgramming,tfddownward,ActionObject,0,43.551,67,10,0.0826225280762
blocks_world,P06C04,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,8,0.0879821777344
blocks_world,P06C05,DynamicProgramming,tfddownward,ActionObject,0,46.760,86,14,0.183547973633
blocks_world,P06C06,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,5,0.0796966552734
blocks_world,P06C07,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,6,0.0975761413574
blocks_world,P06C08,DynamicProgramming,tfddownward,ActionObject,0,27.392,57,7,0.0870628356934
blocks_world,P06C09,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,10,0.136619567871
blocks_world,P06C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,9,0.125911712646
blocks_world,P07C01,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,41.7636489868
blocks_world,P07C02,DynamicProgramming,tfddownward,ActionObject,0,50.631,72,161,0.64591217041
blocks_world,P07C03,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,32.9488143921
blocks_world,P07C04,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,36.1120262146
blocks_world,P07C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,51.3485832214
blocks_world,P07C06,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,19.5762176514
blocks_world,P07C07,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,21.8720626831
blocks_world,P07C08,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,17.1104927063
blocks_world,P07C09,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,10.9331016541
blocks_world,P07C10,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,153,0.501663208008
blocks_world,P08C01,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,13.804977417
blocks_world,P08C02,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,8.98710632324
blocks_world,P08C03,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,23.3972740173
blocks_world,P08C04,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,23.2561607361
blocks_world,P08C05,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,44.8923339844
blocks_world,P08C06,DynamicProgramming,tfddownward,ActionObject,1,-1,-1,2390,14.0552902222
blocks_world,P08C07,DynamicProgramming,tfddownward,ActionObject,124,-1,-1,3600,44.0475921631
blocks_world,P01C01,DynamicProgramming,tfddownward,ActionObjectTime,124,-1,-1,3600,32.111328125
